battery_id,mae,rmse
B0005,0.035979192015724575,0.0408575826116203
B0006,0.022887190841792082,0.026043242133476193
B0007,0.014734065044502602,0.02819914339466105
B0018,0.037578689044813464,0.03968672110929461
